transaction_id,amount,hour,country_risk_score,device_age_days,account_age_days,failed_logins_24h,transactions_1h,velocity_24h,is_new_device,is_cross_border,merchant_risk_score,fraud_label
TXN-000364,24.68,23,0.176,193,1624,1,2,5,0,0,0.539,0
TXN-000365,70.3,18,0.603,1207,1905,0,6,13,0,0,0.328,0
TXN-000366,33.43,3,0.118,509,3590,0,4,4,0,0,0.374,0
TXN-000367,50.99,7,0.129,956,2394,1,4,5,1,0,0.289,0
TXN-000368,47.25,14,0.177,61,743,0,0,12,0,0,0.072,0
TXN-000369,33.26,18,0.124,733,1697,0,2,14,0,0,0.519,1
TXN-000370,21.07,15,0.154,1481,599,0,4,6,0,0,0.183,0
TXN-000371,17.16,13,0.391,838,582,0,3,11,0,1,0.456,0
TXN-000372,27.84,9,0.306,1276,3576,1,4,7,0,1,0.361,0
TXN-000373,39.81,21,0.283,1051,263,1,3,11,0,0,0.544,0
TXN-000374,9.65,19,0.484,189,1350,0,3,10,0,0,0.516,1
TXN-000375,18.43,22,0.727,502,1453,1,4,6,0,0,0.21,0
TXN-000376,107.9,15,0.217,919,418,0,4,8,0,0,0.06,0
TXN-000377,17.87,14,0.188,895,240,2,3,7,1,0,0.428,0
TXN-000378,45.71,1,0.513,969,1860,0,2,9,0,1,0.327,0
TXN-000379,9.71,23,0.213,17,3206,0,0,12,0,0,0.102,0
TXN-000380,142.66,12,0.448,1059,594,0,1,12,0,1,0.353,0
TXN-000381,156.3,14,0.375,1013,2001,0,2,9,1,0,0.158,0
TXN-000382,52.31,8,0.193,142,2768,2,3,7,0,0,0.478,0
TXN-000383,45.88,16,0.16,1103,1941,1,3,8,0,0,0.206,0
TXN-000384,64.46,15,0.264,841,2484,1,0,5,0,1,0.405,0
TXN-000385,35.31,2,0.358,1296,3904,0,0,6,0,0,0.493,0
TXN-000386,19.87,4,0.216,49,3003,1,2,6,0,0,0.556,0
TXN-000387,95.93,22,0.311,756,3816,2,3,10,0,0,0.337,0
TXN-000388,19.56,1,0.127,294,3431,0,2,6,0,0,0.327,0
TXN-000389,61.4,20,0.464,1245,1107,0,0,6,0,1,0.541,0
TXN-000390,144.5,18,0.133,372,1485,0,1,5,0,1,0.367,0
TXN-000391,12.25,3,0.286,351,2677,1,3,13,0,0,0.224,0
TXN-000392,34.98,3,0.355,1064,469,2,3,12,0,0,0.435,0
TXN-000393,41.0,8,0.107,355,3310,2,1,14,0,1,0.472,0
TXN-000394,4.68,15,0.478,640,1830,0,1,8,0,0,0.623,0
TXN-000395,24.66,17,0.338,98,2515,0,3,7,0,0,0.668,0
TXN-000396,43.46,18,0.164,817,2087,0,0,7,1,0,0.211,0
TXN-000397,11.12,23,0.258,105,301,0,1,9,0,0,0.627,0
TXN-000398,110.06,8,0.107,214,1903,0,2,10,1,0,0.223,0
TXN-000399,214.65,18,0.315,1111,1755,0,1,6,0,0,0.421,0
TXN-000400,177.71,21,0.244,658,1170,0,2,11,0,0,0.538,0
TXN-000401,325.42,22,0.504,1123,1291,0,1,11,1,0,0.439,0
TXN-000402,30.21,3,0.046,963,1274,2,4,10,0,0,0.038,0
TXN-000403,133.13,22,0.269,181,3812,1,3,12,0,0,0.032,0
TXN-000404,56.86,7,0.29,1441,190,4,5,11,0,1,0.185,1
TXN-000405,11.77,4,0.475,907,1120,0,0,6,0,0,0.268,0
TXN-000406,15.71,8,0.275,318,2565,1,2,9,0,0,0.109,0
TXN-000407,27.09,8,0.388,986,564,1,3,8,0,0,0.36,0
TXN-000408,6.82,3,0.188,1223,968,1,4,6,0,0,0.223,0
TXN-000409,39.54,15,0.158,669,626,0,1,11,0,0,0.238,0
TXN-000410,41.74,18,0.13,1147,1381,0,1,4,0,0,0.066,0
TXN-000411,726.51,14,0.347,856,272,2,2,6,1,0,0.381,1
TXN-000412,54.87,2,0.327,1153,2614,0,3,9,0,0,0.461,0
TXN-000413,161.84,21,0.59,558,1427,1,1,6,0,0,0.5,1
TXN-000414,70.74,20,0.293,740,1206,0,1,4,0,0,0.253,0
TXN-000415,20.36,12,0.296,528,2897,1,2,6,1,0,0.371,0
TXN-000416,15.34,15,0.603,948,3900,2,1,8,0,0,0.207,1
TXN-000417,22.8,6,0.295,89,2875,2,1,13,0,0,0.195,0
TXN-000418,28.93,4,0.193,127,3632,1,3,7,0,1,0.375,0
TXN-000419,129.84,10,0.053,855,2882,1,2,6,0,0,0.769,0
TXN-000420,141.31,0,0.636,248,2764,2,1,14,0,0,0.54,0
TXN-000421,27.33,8,0.133,979,1881,1,1,8,0,0,0.534,0
TXN-000422,31.58,10,0.262,257,953,1,4,2,0,0,0.264,0
TXN-000423,18.2,10,0.065,1347,688,0,3,9,0,0,0.727,0
TXN-000424,33.47,11,0.699,600,3761,0,1,6,1,0,0.307,0
TXN-000425,53.35,11,0.519,109,3662,0,0,9,0,0,0.192,0
TXN-000426,23.25,14,0.329,1061,216,0,3,10,0,0,0.266,0
TXN-000427,46.62,7,0.326,617,319,1,5,9,0,0,0.14,0
TXN-000428,21.36,19,0.279,1229,2721,0,4,10,0,0,0.379,0
TXN-000429,156.23,23,0.424,429,1478,0,1,5,0,1,0.305,0
TXN-000430,50.89,13,0.271,827,2503,2,6,6,0,0,0.354,0
TXN-000431,22.83,18,0.231,286,3160,0,5,8,0,1,0.389,0
TXN-000432,167.91,17,0.274,786,902,0,3,10,0,1,0.486,0
TXN-000433,7.01,11,0.347,37,369,0,1,13,0,0,0.363,0
TXN-000434,35.48,2,0.257,1345,2779,0,2,13,0,0,0.452,0
TXN-000435,190.78,22,0.249,225,1473,0,1,11,0,0,0.15,0
TXN-000436,140.14,19,0.557,320,1650,2,3,11,1,0,0.788,1
TXN-000437,90.54,4,0.104,742,3769,2,2,9,0,0,0.284,0
TXN-000438,38.99,12,0.155,1098,921,0,2,6,0,0,0.653,0
TXN-000439,114.12,5,0.164,381,861,0,2,5,0,0,0.283,0
TXN-000440,84.94,16,0.369,934,112,0,2,8,0,0,0.292,0
TXN-000441,121.46,4,0.16,251,3381,3,3,14,0,0,0.147,0
TXN-000442,14.51,21,0.332,201,2536,3,3,6,0,1,0.179,1
TXN-000443,125.48,8,0.211,1138,3973,2,2,4,0,0,0.231,0
TXN-000444,16.15,22,0.32,787,132,2,1,7,0,0,0.593,0
TXN-000445,11.12,19,0.131,291,2843,2,1,9,0,0,0.264,0
TXN-000446,40.09,5,0.167,586,2509,0,3,13,0,0,0.382,0
TXN-000447,37.63,9,0.177,1257,3718,0,2,6,1,1,0.372,0
TXN-000448,147.31,19,0.448,1498,2008,0,0,13,0,0,0.139,0
TXN-000449,32.65,13,0.063,1187,2168,2,4,14,1,1,0.686,0
TXN-000450,55.98,0,0.224,1269,1127,2,4,6,0,0,0.256,0
TXN-000451,14.59,8,0.338,103,2567,1,4,4,0,0,0.406,0
TXN-000452,11.67,7,0.322,784,3813,2,1,7,0,0,0.548,0
TXN-000453,28.03,14,0.382,30,908,0,2,11,0,1,0.208,0
TXN-000454,72.92,13,0.552,855,1925,1,5,6,0,0,0.135,0
TXN-000455,555.39,18,0.467,239,694,1,2,4,1,0,0.311,0
TXN-000456,13.95,21,0.272,1155,2099,2,2,3,0,0,0.306,0
TXN-000457,251.25,16,0.244,1025,163,3,2,6,0,0,0.23,0
TXN-000458,30.34,18,0.62,453,3077,1,4,11,0,0,0.444,0
TXN-000459,169.23,4,0.139,639,2524,0,2,7,0,0,0.195,0
TXN-000460,9.14,6,0.361,820,1958,0,2,4,1,0,0.404,0
TXN-000461,52.7,2,0.1,487,1469,2,4,5,0,0,0.269,0
TXN-000462,47.5,9,0.395,731,1299,0,1,4,0,0,0.349,0
TXN-000463,25.73,11,0.505,266,1312,1,4,8,0,0,0.28,0
TXN-000464,30.69,22,0.255,851,3495,4,1,5,0,0,0.251,0
TXN-000465,40.41,4,0.278,1343,3801,0,3,4,0,0,0.586,0
TXN-000466,46.08,8,0.119,1262,210,1,2,4,1,0,0.396,0
TXN-000467,6.0,11,0.169,1294,2001,0,3,7,0,0,0.22,0
TXN-000468,11.4,21,0.073,368,36,1,3,5,0,0,0.305,0
TXN-000469,16.6,9,0.098,1429,2199,1,2,6,0,1,0.179,0
TXN-000470,2.5,8,0.173,471,3464,1,1,11,0,1,0.115,0
TXN-000471,10.12,23,0.337,935,944,0,1,7,0,1,0.46,0
TXN-000472,85.27,20,0.49,1100,3867,2,3,10,0,0,0.43,0
TXN-000473,55.07,18,0.193,898,2916,0,4,8,0,0,0.399,0
TXN-000474,15.87,17,0.259,237,1936,3,4,9,1,0,0.508,1
TXN-000475,103.67,4,0.732,978,3763,1,2,14,0,0,0.535,0
TXN-000476,40.11,11,0.418,662,3786,0,2,8,1,0,0.384,0
TXN-000477,15.72,9,0.121,481,738,0,2,9,0,0,0.5,0
TXN-000478,75.66,14,0.313,321,792,1,3,14,0,0,0.135,0
TXN-000479,154.38,19,0.027,464,2530,1,2,7,0,0,0.536,1
TXN-000480,28.31,6,0.205,61,2679,1,2,8,0,0,0.205,0
TXN-000481,84.65,2,0.209,278,3494,0,1,8,0,0,0.686,0
TXN-000482,54.21,7,0.443,1157,202,0,2,9,1,0,0.186,0
TXN-000483,56.02,22,0.089,537,3970,0,2,15,1,0,0.323,0
TXN-000484,11.46,16,0.19,662,2888,0,0,10,0,0,0.597,0
TXN-000485,10.23,7,0.373,1141,1684,0,0,6,0,0,0.317,0
TXN-000486,13.15,5,0.147,854,1669,1,3,8,0,0,0.352,0
TXN-000487,55.33,8,0.069,739,3012,2,6,7,0,1,0.099,0
TXN-000488,37.77,19,0.239,499,2036,0,2,7,0,0,0.072,0
TXN-000489,33.49,3,0.136,12,2562,1,2,10,1,0,0.388,1
TXN-000490,147.68,2,0.031,120,1954,1,4,6,0,1,0.544,0
TXN-000491,188.05,14,0.166,390,3728,2,4,6,0,0,0.646,0
TXN-000492,6.08,8,0.193,797,1065,0,2,9,0,0,0.097,0
TXN-000493,4.71,8,0.212,409,206,3,2,10,0,0,0.24,0
TXN-000494,25.36,16,0.14,546,2455,0,2,13,1,0,0.269,0
TXN-000495,62.82,10,0.184,1132,1214,1,1,12,0,0,0.646,0
TXN-000496,72.3,23,0.559,1264,866,0,1,13,0,0,0.186,0
TXN-000497,30.85,5,0.369,116,360,0,1,5,1,0,0.253,0
TXN-000498,4.78,23,0.301,110,3,0,0,14,1,0,0.098,0
TXN-000499,268.31,5,0.107,371,2757,1,1,9,0,1,0.177,0
TXN-000500,20.13,10,0.164,938,1212,3,3,7,0,0,0.128,0
TXN-000501,57.87,4,0.112,492,1698,2,0,4,0,0,0.104,0
TXN-000502,41.3,18,0.377,304,1930,2,2,9,0,1,0.35,0
TXN-000503,29.02,7,0.116,647,3819,0,0,8,0,0,0.265,0
TXN-000504,123.92,11,0.394,144,216,2,1,7,0,1,0.483,0
TXN-000505,144.03,4,0.157,995,798,2,1,4,1,0,0.366,0
TXN-000506,10.24,11,0.418,1442,44,0,4,6,0,1,0.306,0
TXN-000507,3.05,6,0.313,71,1412,2,6,2,0,0,0.228,0
TXN-000508,20.86,7,0.107,1338,2451,2,2,4,0,0,0.355,0
TXN-000509,57.06,17,0.084,83,3086,0,1,5,0,0,0.391,0
TXN-000510,53.44,12,0.602,1216,671,1,5,8,1,0,0.352,1
TXN-000511,57.9,15,0.122,638,765,0,2,9,0,0,0.17,0
TXN-000512,125.76,22,0.127,1096,973,1,2,7,0,1,0.508,0
TXN-000513,112.8,11,0.547,692,3731,2,3,10,0,0,0.525,0
TXN-000514,25.99,22,0.676,1323,2549,0,3,9,1,0,0.223,0
TXN-000515,10.04,20,0.104,768,3801,0,3,8,0,0,0.174,0
TXN-000516,18.77,22,0.106,143,2633,0,5,13,0,1,0.146,0
TXN-000517,133.62,6,0.277,256,1584,0,3,8,0,0,0.42,0
TXN-000518,19.79,22,0.351,621,3736,1,4,12,1,0,0.279,0
TXN-000519,126.82,10,0.136,715,3890,2,0,12,0,0,0.246,0
TXN-000520,79.75,21,0.389,366,2825,1,0,11,0,0,0.077,0
TXN-000521,356.43,17,0.337,933,2271,2,1,11,0,0,0.455,0
TXN-000522,40.01,21,0.129,1225,402,1,4,9,1,0,0.143,0
TXN-000523,3.91,18,0.228,751,2465,0,4,11,0,0,0.339,0
TXN-000524,305.09,2,0.179,654,2130,2,4,8,0,1,0.05,0
TXN-000525,41.83,9,0.142,874,2847,1,1,8,1,0,0.207,0
TXN-000526,35.7,13,0.214,1181,786,0,0,6,1,0,0.502,0
TXN-000527,170.58,21,0.602,1105,3187,3,1,3,0,0,0.168,0
TXN-000528,28.52,13,0.227,715,245,1,2,9,1,0,0.01,0
TXN-000529,13.83,7,0.217,1301,171,0,2,10,0,0,0.083,0
TXN-000530,28.41,12,0.213,1045,2112,0,3,7,0,0,0.377,0
TXN-000531,72.32,10,0.146,1277,444,1,0,10,0,0,0.019,0
TXN-000532,27.3,20,0.281,1361,2955,1,4,4,0,0,0.604,0
TXN-000533,251.2,8,0.343,258,1445,1,0,10,0,0,0.005,0
TXN-000534,15.27,15,0.059,633,3665,0,1,5,0,1,0.322,0
TXN-000535,18.47,11,0.127,485,2610,1,4,10,0,0,0.34,0
TXN-000536,10.15,11,0.337,517,220,1,2,10,0,0,0.135,1
TXN-000537,275.95,11,0.226,510,3397,2,0,10,0,1,0.172,0
TXN-000538,229.8,21,0.36,1160,2545,1,2,10,0,0,0.55,0
TXN-000539,29.87,3,0.196,1333,1582,0,1,6,0,1,0.245,0
TXN-000540,16.6,1,0.507,343,396,0,1,9,0,1,0.213,0
TXN-000541,6.73,9,0.298,1286,1746,1,4,6,1,0,0.233,0
TXN-000542,173.2,6,0.139,648,267,1,3,6,0,0,0.23,0
TXN-000543,75.79,20,0.175,472,3709,1,7,4,0,0,0.201,0
TXN-000544,77.19,9,0.119,353,1025,0,3,8,1,0,0.359,0
TXN-000545,27.67,12,0.219,295,766,1,3,6,0,0,0.387,0
TXN-000546,136.29,8,0.356,572,3128,0,3,8,0,0,0.572,0
TXN-000547,41.46,18,0.376,1134,1758,1,1,4,0,1,0.116,0
TXN-000548,12.15,14,0.223,1398,658,1,2,8,0,0,0.37,0
TXN-000549,16.16,14,0.551,16,3373,0,1,12,0,0,0.116,0
TXN-000550,52.64,22,0.093,498,3509,1,2,7,0,0,0.066,0
TXN-000551,10.16,22,0.449,482,1190,1,4,8,0,0,0.391,0
TXN-000552,68.62,4,0.149,1326,1930,0,2,8,0,0,0.873,0
TXN-000553,15.51,9,0.273,351,1176,0,3,8,1,0,0.237,0
TXN-000554,24.92,13,0.513,1294,2679,0,6,5,0,0,0.479,0
TXN-000555,23.47,6,0.41,1,1767,0,2,9,0,1,0.602,0
TXN-000556,28.92,18,0.47,533,3018,0,3,9,0,1,0.142,0
TXN-000557,68.15,12,0.086,1188,2580,5,3,10,1,0,0.446,0
TXN-000558,10.57,22,0.207,1440,2938,0,2,8,0,1,0.25,0
TXN-000559,20.45,12,0.13,102,3938,1,2,12,0,0,0.611,0
TXN-000560,9.93,2,0.48,1252,3710,0,3,8,0,0,0.169,0
TXN-000561,23.81,21,0.213,857,2629,1,2,8,0,0,0.451,0
TXN-000562,14.52,7,0.209,937,3395,1,2,5,0,0,0.23,1
TXN-000563,46.06,1,0.435,398,2674,0,3,5,0,0,0.433,0
TXN-000564,63.0,17,0.213,813,2747,1,5,7,1,0,0.08,0
TXN-000565,280.29,12,0.104,1374,657,0,5,4,0,0,0.187,0
TXN-000566,24.72,18,0.043,922,2078,2,4,8,1,1,0.48,0
TXN-000567,154.17,14,0.376,1004,2196,0,8,11,0,0,0.076,0
TXN-000568,23.08,11,0.1,115,3651,0,1,4,0,0,0.614,0
TXN-000569,20.25,6,0.563,345,1470,0,1,10,0,0,0.222,0
TXN-000570,75.44,10,0.339,1341,137,1,4,3,1,0,0.188,0
TXN-000571,111.63,3,0.305,25,1474,0,1,10,0,1,0.313,1
TXN-000572,120.52,6,0.099,677,89,0,3,8,0,1,0.402,0
TXN-000573,67.45,15,0.275,1139,2986,0,1,10,0,0,0.33,1
TXN-000574,46.74,8,0.397,54,1398,1,1,6,0,0,0.255,0
TXN-000575,237.49,15,0.04,726,1393,0,2,3,0,0,0.316,0
TXN-000576,24.71,14,0.251,1336,3431,0,3,7,0,0,0.495,0
TXN-000577,17.0,17,0.044,775,1878,2,2,9,0,0,0.336,0
TXN-000578,21.14,5,0.085,1268,3695,0,2,8,0,0,0.175,0
TXN-000579,10.93,1,0.228,579,2853,1,4,10,0,0,0.316,0
TXN-000580,20.3,10,0.467,593,1395,1,2,10,1,0,0.496,0
TXN-000581,198.63,3,0.026,848,3076,0,1,3,1,0,0.366,0
TXN-000582,7.86,19,0.354,121,3310,3,4,8,0,0,0.485,0
TXN-000583,233.63,16,0.272,1430,3806,0,1,6,0,0,0.366,1
TXN-000584,8.45,22,0.343,1150,3817,2,2,10,0,1,0.386,0
TXN-000585,117.75,11,0.187,751,860,0,4,11,0,0,0.812,0
TXN-000586,2.57,5,0.234,67,347,0,1,10,0,0,0.319,0
TXN-000587,232.41,6,0.194,695,1582,2,0,9,0,0,0.463,0
TXN-000588,20.05,0,0.296,1255,1968,2,0,9,0,0,0.268,0
TXN-000589,48.96,21,0.185,353,2864,1,2,13,0,0,0.638,0
TXN-000590,37.08,4,0.107,396,36,0,2,9,0,1,0.316,0
TXN-000591,28.48,17,0.41,1306,3474,0,1,12,0,0,0.393,0
TXN-000592,190.14,23,0.284,592,3842,0,3,6,0,0,0.205,0
TXN-000593,118.03,11,0.121,829,2966,2,2,9,0,0,0.163,0
TXN-000594,38.06,8,0.164,1209,2360,2,7,10,1,0,0.164,0
TXN-000595,64.82,6,0.161,191,3390,0,1,9,0,0,0.277,0
TXN-000596,104.64,4,0.065,478,2987,0,4,10,0,0,0.45,0
TXN-000597,29.77,3,0.643,111,3966,0,1,14,0,0,0.208,0
TXN-000598,95.75,8,0.422,702,1645,0,3,9,1,0,0.435,0
TXN-000599,117.15,11,0.173,1352,1701,1,8,9,0,0,0.108,0
TXN-000600,22.2,2,0.66,193,2521,0,4,15,0,0,0.744,0
TXN-000601,12.67,1,0.422,593,641,0,5,9,0,0,0.493,0
TXN-000602,56.79,19,0.269,257,2997,0,2,5,0,0,0.25,0
TXN-000603,16.49,19,0.267,617,1771,0,4,13,1,0,0.229,0
TXN-000604,62.35,19,0.346,310,1403,0,3,3,0,0,0.638,0
TXN-000605,30.56,6,0.129,144,3615,0,1,9,0,0,0.294,0
TXN-000606,111.56,3,0.038,597,2543,2,2,10,1,0,0.246,0
TXN-000607,101.18,7,0.167,348,3511,0,2,11,0,0,0.367,0
TXN-000608,336.55,2,0.292,886,3337,1,2,9,0,1,0.513,0
TXN-000609,143.06,5,0.543,531,3678,0,0,8,0,0,0.759,0
TXN-000610,69.2,6,0.671,209,2709,1,4,10,1,0,0.302,0
TXN-000611,21.92,15,0.171,237,2818,0,2,7,0,0,0.594,0
TXN-000612,14.59,15,0.281,1264,2201,0,2,5,0,1,0.664,0
TXN-000613,69.02,6,0.164,1475,3574,2,1,2,0,0,0.509,0
TXN-000614,152.83,14,0.162,453,1706,0,1,13,0,1,0.345,1
TXN-000615,99.1,8,0.178,313,1387,0,2,7,0,1,0.211,0
TXN-000616,35.52,0,0.172,101,2,1,3,10,1,0,0.447,0
TXN-000617,23.16,18,0.364,884,1393,0,2,8,0,0,0.903,0
TXN-000618,130.0,1,0.536,552,775,0,2,10,1,0,0.335,1
TXN-000619,52.5,17,0.331,496,2337,1,2,9,0,0,0.4,0
TXN-000620,6.76,16,0.28,600,3255,2,0,7,1,0,0.111,0
TXN-000621,191.04,16,0.605,22,2586,0,7,10,0,0,0.11,0
TXN-000622,4.37,21,0.348,1409,3266,2,3,8,0,1,0.282,0
TXN-000623,18.55,6,0.194,1271,3627,3,1,7,0,0,0.638,0
TXN-000624,26.93,13,0.413,526,2062,0,1,14,0,0,0.34,0
TXN-000625,74.42,17,0.107,167,459,2,2,12,0,0,0.17,0
TXN-000626,23.55,15,0.034,607,3434,0,2,8,0,0,0.366,0
TXN-000627,20.23,11,0.419,1309,2156,3,2,6,1,1,0.564,1
TXN-000628,39.22,19,0.068,1217,131,1,7,10,0,0,0.728,0
TXN-000629,127.91,10,0.182,126,1417,0,2,6,0,0,0.427,0
TXN-000630,28.98,9,0.246,681,113,0,2,6,0,0,0.77,0
TXN-000631,337.43,12,0.131,1483,930,0,6,8,0,1,0.257,0
TXN-000632,53.11,7,0.181,50,2244,1,3,9,0,0,0.019,0
TXN-000633,24.58,8,0.278,1038,1842,0,0,3,0,0,0.655,0
TXN-000634,26.38,19,0.187,847,3303,1,2,9,0,0,0.382,0
TXN-000635,20.76,3,0.397,1292,3489,0,1,14,0,0,0.008,0
TXN-000636,78.92,20,0.445,148,2100,1,1,10,0,0,0.328,0
TXN-000637,30.29,12,0.151,778,1910,0,3,5,0,0,0.388,0
TXN-000638,34.38,1,0.425,208,3933,1,2,8,1,1,0.178,0
TXN-000639,21.45,23,0.183,1258,3418,0,4,14,0,0,0.662,0
TXN-000640,250.55,20,0.303,941,2,0,3,9,0,1,0.209,0
TXN-000641,5.98,9,0.288,1265,1097,0,0,8,0,0,0.477,0
TXN-000642,28.85,11,0.183,1008,1252,0,0,9,0,0,0.639,0
TXN-000643,59.72,2,0.472,654,370,1,1,4,0,0,0.153,1
TXN-000644,55.8,2,0.546,956,1952,2,1,12,0,0,0.551,0
TXN-000645,42.16,12,0.243,1208,1254,1,6,5,0,0,0.587,1
TXN-000646,86.33,11,0.346,609,1088,1,1,7,0,0,0.428,0
TXN-000647,52.14,15,0.244,166,3146,1,4,10,0,0,0.836,0
TXN-000648,33.12,18,0.268,698,3252,2,4,8,0,1,0.775,1
TXN-000649,14.3,17,0.196,569,3422,1,7,6,0,0,0.336,0
TXN-000650,56.77,13,0.414,958,3301,1,2,5,0,0,0.185,0
TXN-000651,13.53,6,0.124,68,3142,0,4,4,0,0,0.719,0
TXN-000652,5.32,0,0.087,996,3889,0,1,6,0,0,0.034,0
TXN-000653,106.44,6,0.29,1323,1032,0,2,9,0,0,0.553,0
TXN-000654,31.02,15,0.292,1275,411,1,1,4,1,0,0.291,0
TXN-000655,24.79,18,0.332,1161,1555,0,3,4,0,0,0.134,0
TXN-000656,33.22,21,0.279,579,131,0,0,7,0,0,0.187,0
TXN-000657,35.21,19,0.152,987,434,1,5,12,0,0,0.081,0
TXN-000658,29.33,21,0.3,1050,2943,1,7,5,0,1,0.743,0
TXN-000659,33.61,14,0.241,346,878,1,3,4,0,1,0.519,0
TXN-000660,51.58,20,0.156,1318,1641,1,0,10,0,0,0.259,0
TXN-000661,35.47,14,0.031,1060,3669,1,1,11,0,0,0.29,0
TXN-000662,68.98,5,0.04,832,3738,0,1,3,0,0,0.338,0
TXN-000663,494.42,7,0.112,491,3623,1,3,6,0,0,0.422,0
TXN-000664,109.84,12,0.207,118,3559,0,1,11,0,0,0.213,0
TXN-000665,65.65,1,0.101,286,3078,1,3,10,0,1,0.612,1
TXN-000666,45.22,16,0.251,1394,254,1,3,0,1,0,0.249,0
TXN-000667,59.54,8,0.45,252,3668,0,3,8,1,0,0.372,0
TXN-000668,90.88,20,0.237,1263,2008,0,1,3,0,0,0.139,0
TXN-000669,64.17,4,0.07,960,1167,0,5,2,0,0,0.171,0
TXN-000670,133.61,7,0.411,92,553,1,1,9,0,1,0.107,0
TXN-000671,121.25,5,0.118,1082,12,3,2,8,0,0,0.343,0
TXN-000672,33.48,10,0.454,471,1270,0,3,9,0,0,0.356,0
TXN-000673,25.41,1,0.453,419,74,1,4,9,0,1,0.299,0
TXN-000674,66.96,8,0.08,1117,791,0,1,19,0,0,0.203,0
TXN-000675,218.89,9,0.199,14,2760,1,3,8,0,0,0.472,0
TXN-000676,13.79,7,0.145,130,2123,0,0,8,0,0,0.173,0
TXN-000677,64.0,1,0.653,473,3292,0,1,6,0,0,0.279,0
TXN-000678,38.53,7,0.362,739,308,0,4,12,0,0,0.527,0
TXN-000679,34.98,12,0.042,369,78,1,0,6,0,0,0.196,0
TXN-000680,32.53,20,0.121,553,3296,1,2,8,1,0,0.432,0
TXN-000681,194.87,1,0.317,1356,2081,3,1,7,0,1,0.077,0
TXN-000682,119.58,1,0.245,1172,810,0,2,8,0,0,0.162,0
TXN-000683,47.56,10,0.29,371,3385,2,3,7,0,0,0.191,1
TXN-000684,24.38,0,0.232,1242,2705,0,2,5,0,0,0.331,0
TXN-000685,102.85,7,0.388,1327,1032,1,1,4,1,1,0.051,0
TXN-000686,58.27,15,0.166,135,2110,0,2,4,0,1,0.187,0
TXN-000687,26.44,19,0.252,757,1442,0,1,11,0,1,0.453,0
TXN-000688,26.95,22,0.308,590,2861,0,2,9,0,1,0.615,1
TXN-000689,52.98,7,0.066,385,2742,2,5,11,0,0,0.455,0
TXN-000690,7.73,11,0.286,289,1045,0,0,9,0,0,0.568,0
TXN-000691,34.98,18,0.132,151,2368,0,3,6,0,1,0.398,0
TXN-000692,30.67,14,0.218,720,2693,0,1,12,1,0,0.433,0
TXN-000693,23.05,17,0.12,851,335,0,3,5,0,1,0.377,0
TXN-000694,81.74,15,0.042,1218,356,2,3,5,0,1,0.352,0
TXN-000695,18.96,5,0.52,1001,2848,1,3,4,0,0,0.124,0
TXN-000696,51.4,23,0.435,332,3683,1,3,4,0,0,0.495,0
TXN-000697,27.48,17,0.161,427,3978,0,0,7,0,0,0.073,0
TXN-000698,27.35,20,0.119,580,1583,0,3,9,0,0,0.341,0
TXN-000699,24.8,12,0.342,625,2602,0,0,4,0,0,0.507,0
TXN-000700,709.44,4,0.41,2,3295,0,0,4,0,0,0.104,0
TXN-000701,44.83,20,0.123,603,3953,0,4,7,0,0,0.317,0
TXN-000702,17.62,22,0.049,37,321,1,5,7,0,0,0.623,0
TXN-000703,8.11,10,0.511,1137,3733,0,1,5,0,0,0.159,0
TXN-000704,9.21,10,0.109,1400,1851,1,1,5,0,0,0.275,0
TXN-000705,15.06,19,0.155,275,870,0,1,10,0,0,0.356,0
TXN-000706,24.95,21,0.175,537,1477,2,4,9,0,0,0.173,0
TXN-000707,33.1,2,0.452,931,1703,1,4,10,0,0,0.199,0
TXN-000708,115.9,20,0.463,298,974,1,1,8,0,0,0.393,0
TXN-000709,25.0,21,0.272,453,3057,1,2,5,0,0,0.37,0
TXN-000710,58.95,21,0.391,409,706,1,5,6,0,1,0.49,0
TXN-000711,39.23,11,0.262,935,2070,1,4,9,0,0,0.609,1
TXN-000712,74.22,19,0.454,550,1961,1,2,9,0,0,0.337,0
TXN-000713,67.12,11,0.198,213,2299,0,3,7,0,0,0.166,0
TXN-000714,41.73,1,0.373,892,1929,2,2,4,0,0,0.136,0
TXN-000715,36.53,5,0.472,620,3670,2,3,8,1,1,0.21,0
TXN-000716,289.44,5,0.078,27,1553,2,3,10,0,0,0.458,0
TXN-000717,45.07,0,0.252,354,1468,3,3,6,0,0,0.131,0
TXN-000718,12.89,1,0.355,1239,2435,3,1,7,0,0,0.265,0
TXN-000719,22.58,6,0.332,803,143,2,3,11,0,0,0.44,0
TXN-000720,7.58,8,0.311,164,3236,0,0,7,0,0,0.533,0
TXN-000721,21.14,20,0.406,21,1217,0,2,12,0,0,0.465,0
TXN-000722,9.3,23,0.506,206,2641,2,0,10,0,0,0.218,0
TXN-000723,112.89,6,0.109,289,1615,1,2,7,0,1,0.42,0
TXN-000724,381.03,19,0.124,139,2291,2,4,8,0,0,0.54,0
TXN-000725,53.35,3,0.434,329,3762,0,1,4,0,0,0.261,0
TXN-000726,18.82,12,0.381,776,3362,2,4,9,0,0,0.413,0
TXN-000727,19.17,16,0.238,897,960,0,5,6,0,0,0.377,0
TXN-000728,11.24,7,0.089,258,1763,3,2,9,0,1,0.32,1
